"","MosqPerL","WayPt_ID","Address","LatY","LongX","DispX","DispY","Neighborhood","MosqSpp","MosqCount","Date","Day","Month","Year","EpiWeek","Sampledtire","NSampledTires","water_L","no_cover","open.","w_cover","veg_cover.","veg_in_tire","chir","cer","tox","tris","noto","oligo","mites","dyticid","cop","ostra","daph","rubber","inverts","seeds","sticks","man.made","cpm","fpm","leaf","rocks","algae_moss","shells","grass","comments","Buffer","Area_km2","Open.Water","Developed.Open.Space","Developed.Low.Intensity","Developed.Medium.Intensity","Developed.High.Intensity","Barren.Land","Deciduous.Forest","Shrub.Scrub","Grassland.Herbaceous","Pasture.Hay","Cultivated.Crops","Woody.Wetlands","Emergent.Herbaceous.Wetlands","PovPast12M","Unemp","Employed","NoSchool","SomeColleg","AssDegree","Bachelors","Masters","ProfDegree","PhD","Rented_Unocupied","SoldUnocup","OtherVacan","Adj_X","Adj_Y","optional","INLAWeek"
"345",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:01,1899-12-31 00:00:01,"Gentilly","A. albo",0,2018-08-01,1,8,2018,31,4,100,2.32,96,99.84,0,0.159999999999997,"n",30,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.1,0,0,0.6,0,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.7848461556,3325.45338759103,TRUE,22
"346",10,"27","Leon C Simon / Press",30.027016,-90.047119,NA,1899-12-31 00:00:01,"Gentilly","A. albo",17,2018-08-01,1,8,2018,31,5,100,1.72,89,92.56,7,7.44,"n",31,3,0,0,0,41,8,0,"n","n","n",13.3,0,0,0,0,0,0,0.2,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784945503746,3325.45327919906,TRUE,22
"347",0,"27","Leon C Simon / Press",30.027016,-90.047119,NA,1899-12-31 00:00:00,"Gentilly","Cx. salinarius",0,2018-08-01,1,8,2018,31,1,100,1.31,96,99.84,0,0.159999999999997,"n",161,114,0,0,0,39,2,0,"n","n","n",3.9,0,0,0.5,0,13.5,0,0.2,0.3,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784559559975,3325.45326923673,TRUE,22
"348",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:01,NA,"Gentilly","Cx. salinarius",0,2018-08-01,1,8,2018,31,2,100,2.11,96,99.84,0,0.159999999999997,"n",27,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.1,0,7.2,0,1.6,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784746807457,3325.453495983,TRUE,22
"349",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:00,NA,"Gentilly","Cx. salinarius",0,2018-08-01,1,8,2018,31,3,100,1.74,96,99.84,0,0.159999999999997,"n",5,0,0,0,0,0,1,0,"n","n","n",0.9,0,0,0.4,0,1.32,0,0.1,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784758256263,3325.45305245278,TRUE,22
"350",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:00,1899-12-31 00:00:01,"Gentilly","Cx. salinarius",0,2018-08-01,1,8,2018,31,4,100,2.32,96,99.84,0,0.159999999999997,"n",30,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.1,0,0,0.6,0,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784948365949,3325.4531683165,TRUE,22
"351",1,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:01,1899-12-31 00:00:00,"Gentilly","Cx. salinarius",1,2018-08-01,1,8,2018,31,5,100,1.72,89,92.56,7,7.44,"n",31,3,0,0,0,41,8,0,"n","n","n",13.3,0,0,0,0,0,0,0.2,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784556697775,3325.45338011928,TRUE,22
"352",5,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:01,1899-12-31 00:00:01,"Gentilly","Cx. quinq",7,2018-08-01,1,8,2018,31,1,100,1.31,96,99.84,0,0.159999999999997,"n",161,114,0,0,0,39,2,0,"n","n","n",3.9,0,0,0.5,0,13.5,0,0.2,0.3,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784942641543,3325.45339008162,TRUE,22
"353",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:00,1899-12-31 00:00:00,"Gentilly","Cx. quinq",0,2018-08-01,1,8,2018,31,2,100,2.11,96,99.84,0,0.159999999999997,"n",27,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.1,0,7.2,0,1.6,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784562422174,3325.45315835417,TRUE,22
"354",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:01,1899-12-31 00:00:01,"Gentilly","Cx. quinq",0,2018-08-01,1,8,2018,31,3,100,1.74,96,99.84,0,0.159999999999997,"n",5,0,0,0,0,0,1,0,"n","n","n",0.9,0,0,0.4,0,1.32,0,0.1,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784843293398,3325.45349847359,TRUE,22
"355",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:00,1899-12-31 00:00:00,"Gentilly","Cx. quinq",0,2018-08-01,1,8,2018,31,4,100,2.32,96,99.84,0,0.159999999999997,"n",30,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.1,0,0,0.6,0,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784661770317,3325.45304996219,TRUE,22
"356",4,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:01,1899-12-31 00:00:00,"Gentilly","Cx. quinq",7,2018-08-01,1,8,2018,31,5,100,1.72,89,92.56,7,7.44,"n",31,3,0,0,0,41,8,0,"n","n","n",13.3,0,0,0,0,0,0,0.2,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784650321516,3325.45349349242,TRUE,22
"357",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:00,1899-12-31 00:00:01,"Gentilly","A. crucians",0,2018-08-01,1,8,2018,31,1,100,1.31,96,99.84,0,0.159999999999997,"n",161,114,0,0,0,39,2,0,"n","n","n",3.9,0,0,0.5,0,13.5,0,0.2,0.3,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784854742207,3325.45305494336,TRUE,22
"358",0,"27","Leon C Simon / Press",30.027016,-90.047119,NA,1899-12-31 00:00:00,"Gentilly","A. crucians",0,2018-08-01,1,8,2018,31,2,100,2.11,96,99.84,0,0.159999999999997,"n",27,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.1,0,7.2,0,1.6,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.78446307403,3325.45326674615,TRUE,22
"359",0,"27","Leon C Simon / Press",30.027016,-90.047119,NA,1899-12-31 00:00:01,"Gentilly","A. crucians",0,2018-08-01,1,8,2018,31,3,100,1.74,96,99.84,0,0.159999999999997,"n",5,0,0,0,0,0,1,0,"n","n","n",0.9,0,0,0.4,0,1.32,0,0.1,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.78504198969,3325.45328168964,TRUE,22
"360",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:01,NA,"Gentilly","A. crucians",0,2018-08-01,1,8,2018,31,4,100,2.32,96,99.84,0,0.159999999999997,"n",30,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.1,0,0,0.6,0,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784743945256,3325.45360686556,TRUE,22
"361",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:00,NA,"Gentilly","A. crucians",0,2018-08-01,1,8,2018,31,5,100,1.72,89,92.56,7,7.44,"n",31,3,0,0,0,41,8,0,"n","n","n",13.3,0,0,0,0,0,0,0.2,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784761118464,3325.45294157022,TRUE,22
"362",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:01,1899-12-31 00:00:01,"Gentilly","Cx. restuans",0,2018-08-01,1,8,2018,31,1,100,1.31,96,99.84,0,0.159999999999997,"n",161,114,0,0,0,39,2,0,"n","n","n",3.9,0,0,0.5,0,13.5,0,0.2,0.3,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784939779339,3325.45350096417,TRUE,22
"363",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:00,1899-12-31 00:00:00,"Gentilly","Cx. restuans",0,2018-08-01,1,8,2018,31,2,100,2.11,96,99.84,0,0.159999999999997,"n",27,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.1,0,7.2,0,1.6,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784565284373,3325.45304747161,TRUE,22
"364",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:00,1899-12-31 00:00:01,"Gentilly","Cx. restuans",0,2018-08-01,1,8,2018,31,3,100,1.74,96,99.84,0,0.159999999999997,"n",5,0,0,0,0,0,1,0,"n","n","n",0.9,0,0,0.4,0,1.32,0,0.1,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784951228152,3325.45305743394,TRUE,22
"365",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:01,1899-12-31 00:00:00,"Gentilly","Cx. restuans",0,2018-08-01,1,8,2018,31,4,100,2.32,96,99.84,0,0.159999999999997,"n",30,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.1,0,0,0.6,0,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784553835576,3325.45349100184,TRUE,22
"366",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:00,1899-12-31 00:00:00,"Gentilly","Cx. restuans",0,2018-08-01,1,8,2018,31,5,100,1.72,89,92.56,7,7.44,"n",31,3,0,0,0,41,8,0,"n","n","n",13.3,0,0,0,0,0,0,0.2,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784465936229,3325.45315586359,TRUE,22
"367",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:01,1899-12-31 00:00:01,"Gentilly","Cx. nigripalpus",0,2018-08-01,1,8,2018,31,1,100,1.31,96,99.84,0,0.159999999999997,"n",161,114,0,0,0,39,2,0,"n","n","n",3.9,0,0,0.5,0,13.5,0,0.2,0.3,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.785039127485,3325.4533925722,TRUE,22
"368",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:00,1899-12-31 00:00:01,"Gentilly","Cx. nigripalpus",0,2018-08-01,1,8,2018,31,2,100,2.11,96,99.84,0,0.159999999999997,"n",27,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.1,0,7.2,0,1.6,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784857604409,3325.4529440608,TRUE,22
"369",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:01,1899-12-31 00:00:00,"Gentilly","Cx. nigripalpus",0,2018-08-01,1,8,2018,31,3,100,1.74,96,99.84,0,0.159999999999997,"n",5,0,0,0,0,0,1,0,"n","n","n",0.9,0,0,0.4,0,1.32,0,0.1,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784647459315,3325.45360437498,TRUE,22
"370",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:00,1899-12-31 00:00:01,"Gentilly","Cx. nigripalpus",0,2018-08-01,1,8,2018,31,4,100,2.32,96,99.84,0,0.159999999999997,"n",30,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.1,0,0,0.6,0,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.785044851894,3325.45317080709,TRUE,22
"371",0,"27","Leon C Simon / Press",30.027016,-90.047119,1899-12-31 00:00:01,1899-12-31 00:00:00,"Gentilly","Cx. nigripalpus",0,2018-08-01,1,8,2018,31,5,100,1.72,89,92.56,7,7.44,"n",31,3,0,0,0,41,8,0,"n","n","n",13.3,0,0,0,0,0,0,0.2,0,0,0,0,NA,"2km",12.5655373303478,3.4407,0.8154,5.5845,1.4787,1.2294,0,0,0,0,0,0,0,0,1625,22400,14711,345,1311,1108,7037,2833,1068,669,186,70,2702,784.784460211832,3325.4533776287,TRUE,22
"372",0,"28","Tulsa / Gawain",30.016201,-89.986664,NA,NA,"East","A. aeg",0,2018-08-01,1,8,2018,31,1,25,0.54,7.7,8.008,88.3,91.992,"n",0,0,5,0,0,0,0,0,"n","n","n",1.9,0,0,0,0,0,2.2,0.1,0,0,0.1,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.6494757602,3324.40616139748,TRUE,22
"373",0,"28","Tulsa / Gawain",30.016201,-89.986664,1899-12-31 00:00:00,NA,"East","A. aeg",0,2018-08-01,1,8,2018,31,2,25,0.74,96,99.84,0,0.159999999999997,"n",188,7,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0.1,2.1,0,2.5,0,0,0,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649478680232,3324.40605051199,TRUE,22
"374",0,"28","Tulsa / Gawain",30.016201,-89.986664,1899-12-31 00:00:01,NA,"East","A. aeg",0,2018-08-01,1,8,2018,31,3,25,0.99,96,99.84,0,0.159999999999997,"n",330,8,3,0,0,0,0,0,"n","n","n",7.4,0,0,0.1,0,0,0,1.4,0,0,0,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649472840169,3324.40627228296,TRUE,22
"375",0,"28","Tulsa / Gawain",30.016201,-89.986664,NA,1899-12-31 00:00:01,"East","A. albo",0,2018-08-01,1,8,2018,31,1,25,0.54,7.7,8.008,88.3,91.992,"n",0,0,5,0,0,0,0,0,"n","n","n",1.9,0,0,0,0,0,2.2,0.1,0,0,0.1,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649572259322,3324.40616393866,TRUE,22
"376",5,"28","Tulsa / Gawain",30.016201,-89.986664,NA,1899-12-31 00:00:00,"East","A. albo",4,2018-08-01,1,8,2018,31,2,25,0.74,96,99.84,0,0.159999999999997,"n",188,7,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0.1,2.1,0,2.5,0,0,0,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649379261078,3324.40615885629,TRUE,22
"377",303,"28","Tulsa / Gawain",30.016201,-89.986664,1899-12-31 00:00:01,1899-12-31 00:00:00,"East","A. albo",300,2018-08-01,1,8,2018,31,3,25,0.99,96,99.84,0,0.159999999999997,"n",330,8,3,0,0,0,0,0,"n","n","n",7.4,0,0,0.1,0,0,0,1.4,0,0,0,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649376341048,3324.40626974178,TRUE,22
"378",0,"28","Tulsa / Gawain",30.016201,-89.986664,1899-12-31 00:00:00,1899-12-31 00:00:01,"East","Cx. salinarius",0,2018-08-01,1,8,2018,31,1,25,0.54,7.7,8.008,88.3,91.992,"n",0,0,5,0,0,0,0,0,"n","n","n",1.9,0,0,0,0,0,2.2,0.1,0,0,0.1,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649575179354,3324.40605305318,TRUE,22
"379",0,"28","Tulsa / Gawain",30.016201,-89.986664,1899-12-31 00:00:00,1899-12-31 00:00:00,"East","Cx. salinarius",0,2018-08-01,1,8,2018,31,2,25,0.74,96,99.84,0,0.159999999999997,"n",188,7,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0.1,2.1,0,2.5,0,0,0,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649382181108,3324.40604797081,TRUE,22
"380",0,"28","Tulsa / Gawain",30.016201,-89.986664,1899-12-31 00:00:01,1899-12-31 00:00:01,"East","Cx. salinarius",0,2018-08-01,1,8,2018,31,3,25,0.99,96,99.84,0,0.159999999999997,"n",330,8,3,0,0,0,0,0,"n","n","n",7.4,0,0,0.1,0,0,0,1.4,0,0,0,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649569339289,3324.40627482415,TRUE,22
"381",0,"28","Tulsa / Gawain",30.016201,-89.986664,NA,1899-12-31 00:00:01,"East","Cx. quinq",0,2018-08-01,1,8,2018,31,1,25,0.54,7.7,8.008,88.3,91.992,"n",0,0,5,0,0,0,0,0,"n","n","n",1.9,0,0,0,0,0,2.2,0.1,0,0,0.1,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649668758444,3324.40616647985,TRUE,22
"382",1,"28","Tulsa / Gawain",30.016201,-89.986664,NA,1899-12-31 00:00:00,"East","Cx. quinq",1,2018-08-01,1,8,2018,31,2,25,0.74,96,99.84,0,0.159999999999997,"n",188,7,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0.1,2.1,0,2.5,0,0,0,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649282761957,3324.40615631511,TRUE,22
"383",3,"28","Tulsa / Gawain",30.016201,-89.986664,1899-12-31 00:00:01,NA,"East","Cx. quinq",3,2018-08-01,1,8,2018,31,3,25,0.99,96,99.84,0,0.159999999999997,"n",330,8,3,0,0,0,0,0,"n","n","n",7.4,0,0,0.1,0,0,0,1.4,0,0,0,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649469920138,3324.40638316845,TRUE,22
"384",0,"28","Tulsa / Gawain",30.016201,-89.986664,1899-12-31 00:00:00,NA,"East","A. crucians",0,2018-08-01,1,8,2018,31,1,25,0.54,7.7,8.008,88.3,91.992,"n",0,0,5,0,0,0,0,0,"n","n","n",1.9,0,0,0,0,0,2.2,0.1,0,0,0.1,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649481600263,3324.40593962651,TRUE,22
"385",0,"28","Tulsa / Gawain",30.016201,-89.986664,1899-12-31 00:00:00,1899-12-31 00:00:01,"East","A. crucians",0,2018-08-01,1,8,2018,31,2,25,0.74,96,99.84,0,0.159999999999997,"n",188,7,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0.1,2.1,0,2.5,0,0,0,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649671678477,3324.40605559436,TRUE,22
"386",0,"28","Tulsa / Gawain",30.016201,-89.986664,1899-12-31 00:00:01,1899-12-31 00:00:00,"East","A. crucians",0,2018-08-01,1,8,2018,31,3,25,0.99,96,99.84,0,0.159999999999997,"n",330,8,3,0,0,0,0,0,"n","n","n",7.4,0,0,0.1,0,0,0,1.4,0,0,0,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649279841927,3324.40626720059,TRUE,22
"387",0,"28","Tulsa / Gawain",30.016201,-89.986664,1899-12-31 00:00:01,1899-12-31 00:00:01,"East","Cx. restuans",0,2018-08-01,1,8,2018,31,1,25,0.54,7.7,8.008,88.3,91.992,"n",0,0,5,0,0,0,0,0,"n","n","n",1.9,0,0,0,0,0,2.2,0.1,0,0,0.1,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649665838411,3324.40627736533,TRUE,22
"388",0,"28","Tulsa / Gawain",30.016201,-89.986664,1899-12-31 00:00:00,1899-12-31 00:00:00,"East","Cx. restuans",0,2018-08-01,1,8,2018,31,2,25,0.74,96,99.84,0,0.159999999999997,"n",188,7,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0.1,2.1,0,2.5,0,0,0,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649285681986,3324.40604542962,TRUE,22
"389",0,"28","Tulsa / Gawain",30.016201,-89.986664,1899-12-31 00:00:01,1899-12-31 00:00:01,"East","Cx. restuans",0,2018-08-01,1,8,2018,31,3,25,0.99,96,99.84,0,0.159999999999997,"n",330,8,3,0,0,0,0,0,"n","n","n",7.4,0,0,0.1,0,0,0,1.4,0,0,0,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649566419257,3324.40638570963,TRUE,22
"390",0,"28","Tulsa / Gawain",30.016201,-89.986664,1899-12-31 00:00:00,1899-12-31 00:00:00,"East","Cx. nigripalpus",0,2018-08-01,1,8,2018,31,1,25,0.54,7.7,8.008,88.3,91.992,"n",0,0,5,0,0,0,0,0,"n","n","n",1.9,0,0,0,0,0,2.2,0.1,0,0,0.1,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649385101139,3324.40593708532,TRUE,22
"391",0,"28","Tulsa / Gawain",30.016201,-89.986664,1899-12-31 00:00:01,1899-12-31 00:00:00,"East","Cx. nigripalpus",0,2018-08-01,1,8,2018,31,2,25,0.74,96,99.84,0,0.159999999999997,"n",188,7,0,0,0,0,0,0,"n","n","n",0,0,0,0.2,0.1,2.1,0,2.5,0,0,0,0,NA,"2km",7.86762204501368,0.3384,0.6651,5.3469,2.3022,1.5975,0.2421,0.0225,0.0135,0.3429,0.0351,0.3807,0.9882,0.2835,844,5436,4532,125,493,396,1041,429,115,26,46,10,842,790.649373421017,3324.40638062726,TRUE,22
